batch_id,batch_order,review_row,priority,review_action,url,domain,current_review_decision,review_decision_options,evidence_suggested_decision,suggested_review_decision,suggestion_confidence,possible_approval_decision,reviewer_action,suggested_review_notes,suggested_pricing,suggestion_basis,evidence_matched,evidence_match_key,http_status,fetch_ok,final_url,final_domain,form_count,input_count,submit_button_signal,submit_path_signal,directory_signal,auth_signal,oauth_signal,captcha_signal,cloudflare_signal,payment_signal,duplicate_registry_url,fetch_error,checked_at
p2-reclass-005,48,387,P2,verify_directory_fit_before_any_approval,https://www.newswiretoday.com/,newswiretoday.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:387,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:45:37.437Z
p2-reclass-005,49,397,P2,verify_directory_fit_before_any_approval,https://www.notion.so/integrations,notion.so,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:397,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:45:40.428Z
p2-reclass-005,50,401,P2,verify_directory_fit_before_any_approval,https://www.onlineprnews.com/,onlineprnews.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:401,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:45:47.081Z
p2-reclass-005,51,413,P2,verify_directory_fit_before_any_approval,https://www.patreon.com/,patreon.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:413,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:00.976Z
p2-reclass-005,52,426,P2,verify_directory_fit_before_any_approval,https://porch.com/,porch.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 403; evidence: HTTP 403,,HTTP 403,yes,review_row:426,403,no,https://porch.com/,porch.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 403,2026-05-22T10:46:19.151Z
p2-reclass-005,53,428,P2,verify_directory_fit_before_any_approval,https://www.pr-free.com/,pr-free.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:428,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:20.475Z
p2-reclass-005,54,444,P2,verify_directory_fit_before_any_approval,https://www.quibblo.com/,quibblo.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 500; evidence: HTTP 500,,HTTP 500,yes,review_row:444,500,no,https://quibblo.com/,quibblo.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 500,2026-05-22T10:46:26.669Z
p2-reclass-005,55,467,P2,verify_directory_fit_before_any_approval,https://www.scribd.com/,scribd.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:467,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:41.420Z
p2-reclass-005,56,476,P2,verify_directory_fit_before_any_approval,https://www.sitepoint.com/community,sitepoint.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; 1 form(s), 4 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:476,200,yes,https://www.sitepoint.com/community/,sitepoint.com,1,4,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T10:46:53.284Z
p2-reclass-005,57,482,P2,verify_directory_fit_before_any_approval,https://www.slant.co/,slant.co,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:482,200,yes,https://www.slant.co/,slant.co,3,3,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T10:46:55.744Z
p2-reclass-005,58,485,P2,verify_directory_fit_before_any_approval,https://www.slideshare.net/,slideshare.net,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:485,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:46:57.258Z
p2-reclass-005,59,491,P2,verify_directory_fit_before_any_approval,https://soundcloud.com/,soundcloud.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:491,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:09.908Z
p2-reclass-005,60,501,P2,verify_directory_fit_before_any_approval,https://startupfa.me/,startupfa.me,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,needs_manual_check,low,,manual_confirm_submit_form_and_blockers,submit URL/button signal found but evidence is incomplete; evidence: payment/pricing signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,submit URL/button signal found but evidence is incomplete,yes,review_row:501,200,yes,https://startupfa.me/,startupfa.me,0,0,yes,no,yes,no,no,no,no,yes,no,,2026-05-22T10:47:21.681Z
p2-reclass-005,61,502,P2,verify_directory_fit_before_any_approval,https://www.startups.com/,startups.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 429; evidence: directory/listing marketplace text signal found; HTTP 429,,HTTP 429,yes,review_row:502,429,no,https://www.startups.com/,startups.com,0,0,no,no,yes,no,no,no,no,no,no,HTTP 429,2026-05-22T10:47:24.729Z
p2-reclass-005,62,505,P2,verify_directory_fit_before_any_approval,https://startus.cc/,startus.cc,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:505,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:25.354Z
p2-reclass-005,63,507,P2,verify_directory_fit_before_any_approval,https://www.strava.com/,strava.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:507,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:28.948Z
p2-reclass-005,64,511,P2,verify_directory_fit_before_any_approval,https://substack.com/,substack.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:511,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:30.740Z
p2-reclass-005,65,517,P2,verify_directory_fit_before_any_approval,https://taalk.com/,taalk.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; Cloudflare/human verification signal found; 3 form(s), 7 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:517,200,yes,https://taalk.com/,taalk.com,3,7,yes,no,yes,no,no,yes,yes,yes,no,,2026-05-22T10:47:43.169Z
p2-reclass-005,66,518,P2,verify_directory_fit_before_any_approval,https://www.teacherspayteachers.com/,teacherspayteachers.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:518,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:47:45.394Z
p2-reclass-005,67,519,P2,verify_directory_fit_before_any_approval,https://tech.co/,tech.co,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 405; evidence: HTTP 405,,HTTP 405,yes,review_row:519,405,no,https://tech.co/,tech.co,0,0,no,no,no,no,no,no,no,no,no,HTTP 405,2026-05-22T10:47:55.896Z
p2-reclass-005,68,538,P2,verify_directory_fit_before_any_approval,https://toolsfine.com/,toolsfine.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found; 1 form(s), 1 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:538,200,yes,https://toolsfine.com/,toolsfine.com,1,1,yes,no,yes,no,no,no,yes,no,no,,2026-05-22T10:47:59.644Z
p2-reclass-005,69,540,P2,verify_directory_fit_before_any_approval,https://trustmrr.com/,trustmrr.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: payment/pricing signal found; CAPTCHA signal found; submit/add/list/publish button text signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:540,200,yes,https://trustmrr.com/,trustmrr.com,0,4,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T10:48:02.992Z
p2-reclass-005,70,542,P2,verify_directory_fit_before_any_approval,https://www.tumblr.com/,tumblr.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:542,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:48:05.275Z
p2-reclass-005,71,543,P2,verify_directory_fit_before_any_approval,https://tupalo.com/,tupalo.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:543,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:48:15.779Z
p2-reclass-005,72,552,P2,verify_directory_fit_before_any_approval,https://www.webmasterworld.com/,webmasterworld.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:552,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:48:33.556Z
p2-reclass-005,73,557,P2,verify_directory_fit_before_any_approval,https://www.wellness.com/,wellness.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,HTTP 403; evidence: HTTP 403,,HTTP 403,yes,review_row:557,403,no,https://www.wellness.com/,wellness.com,0,0,no,no,no,no,no,no,no,no,no,HTTP 403,2026-05-22T10:48:47.444Z
p2-reclass-005,74,558,P2,verify_directory_fit_before_any_approval,https://whatlaunchedtoday.com/,whatlaunchedtoday.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:558,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:48:49.890Z
p2-reclass-005,75,560,P2,verify_directory_fit_before_any_approval,https://www.where2go.com/,where2go.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:560,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:48:50.342Z
p2-reclass-005,76,571,P2,verify_directory_fit_before_any_approval,https://your-product.com/,your-product.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_not_submit,reject_not_submit,medium,,reject_unless_manual_review_finds_hidden_submit_entry,"no submit path, submit button, or form signal found; evidence: directory/listing marketplace text signal found",,"no submit path, submit button, or form signal found",yes,review_row:571,200,yes,https://your-product.com/de/,your-product.com,0,0,no,no,yes,no,no,no,no,no,no,,2026-05-22T10:49:10.390Z
p2-reclass-005,77,361,P2,verify_directory_fit_before_any_approval,https://metric-converter.net/,metric-converter.net,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:361,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:49:14.933Z
p2-reclass-005,78,499,P2,verify_directory_fit_before_any_approval,https://startup88.com/,startup88.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 4 form(s), 8 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:499,200,yes,https://startup88.com/,startup88.com,4,8,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T10:49:19.502Z
p2-reclass-005,79,58,P2,verify_directory_fit_before_any_approval,https://accounts.google.com/,accounts.google.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:58,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:49:27.387Z
p2-reclass-005,80,89,P2,verify_directory_fit_before_any_approval,https://www.anspblog.org/fin-to-limb-to-art,anspblog.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:89,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:49:37.873Z
p2-reclass-005,81,93,P2,verify_directory_fit_before_any_approval,https://api.indexnow.org/indexnow,api.indexnow.org,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,needs_manual_check,low,,manual_browser_check_required_before_decision,fetch failed; evidence: fetch failed,,fetch failed,yes,review_row:93,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,fetch failed,2026-05-22T10:49:39.837Z
p2-reclass-005,82,97,P2,verify_directory_fit_before_any_approval,https://www.arlindovsky.net/2022/06/calendarizacao-da-mobilidade-por-doenca,arlindovsky.net,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2022/06/calendarizacao-da-mobilidade-por-doenca) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; 6 form(s), 32 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2022/06/calendarizacao-da-mobilidade-por-doenca) looks like a source article, profile, forum, comment, or issue page",yes,review_row:97,200,yes,https://www.arlindovsky.net/2022/06/calendarizacao-da-mobilidade-por-doenca,arlindovsky.net,6,32,yes,no,yes,no,no,yes,no,no,no,,2026-05-22T10:49:40.206Z
p2-reclass-005,83,98,P2,verify_directory_fit_before_any_approval,https://www.arlindovsky.net/2024/05/e-depois-de-abril-paulo-prudencio,arlindovsky.net,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2024/05/e-depois-de-abril-paulo-prudencio) looks like a source article, profile, forum, comment, or issue page; evidence: CAPTCHA signal found; 6 form(s), 32 input/select/textarea fields; submit/add/list/publish button text signal found",,"URL path (/2024/05/e-depois-de-abril-paulo-prudencio) looks like a source article, profile, forum, comment, or issue page",yes,review_row:98,200,yes,https://www.arlindovsky.net/2024/05/e-depois-de-abril-paulo-prudencio,arlindovsky.net,6,32,yes,no,no,no,no,yes,no,no,no,,2026-05-22T10:49:43.524Z
p2-reclass-005,84,110,P2,verify_directory_fit_before_any_approval,https://bakersroyale.com/chocolate-banana-bread-muffins-stuffed-with-reeses-peanut-butter-cup,bakersroyale.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 5 form(s), 16 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:110,200,yes,https://bakersroyale.com/chocolate-banana-bread-muffins-stuffed-with-reeses-peanut-butter-cup/,bakersroyale.com,5,16,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T10:49:58.928Z
p2-reclass-005,85,112,P2,verify_directory_fit_before_any_approval,https://bangshift.com/bangshift1320/baby-gators-photos-nhra-divisional-sportsman-drag-racing-action-shots,bangshift.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,"CAPTCHA or Cloudflare/human-verification signal found; evidence: CAPTCHA signal found; Cloudflare/human verification signal found; 2 form(s), 3 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:112,200,yes,https://bangshift.com/bangshift1320/baby-gators-photos-nhra-divisional-sportsman-drag-racing-action-shots/,bangshift.com,2,3,yes,no,yes,no,no,yes,yes,no,no,,2026-05-22T10:50:01.607Z
p2-reclass-005,86,118,P2,verify_directory_fit_before_any_approval,https://www.betterreading.com.au/news/awards/breaking-news-announcing-the-2023-better-reading-top-100,betterreading.com.au,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/news/awards/breaking-news-announcing-the-2023-better-reading-top-100) looks like a source article, profile, forum, comment, or issue page; evidence: This operation was aborted",,"URL path (/news/awards/breaking-news-announcing-the-2023-better-reading-top-100) looks like a source article, profile, forum, comment, or issue page",yes,review_row:118,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T10:50:11.933Z
p2-reclass-005,87,119,P2,verify_directory_fit_before_any_approval,https://www.betterreading.com.au/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading,betterreading.com.au,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_fetch_failed,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading) looks like a source article, profile, forum, comment, or issue page; evidence: This operation was aborted",,"URL path (/news/book-life/wine-coffee-tea-what-do-you-drink-while-youre-reading) looks like a source article, profile, forum, comment, or issue page",yes,review_row:119,,no,,,0,0,no,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,This operation was aborted,2026-05-22T10:50:41.940Z
p2-reclass-005,88,120,P2,verify_directory_fit_before_any_approval,https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole,bevcooks.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_paid,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/2019/06/creamy-chicken-and-asparagus-casserole) looks like a source article, profile, forum, comment, or issue page; evidence: payment/pricing signal found; CAPTCHA signal found; 3 form(s), 15 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/2019/06/creamy-chicken-and-asparagus-casserole) looks like a source article, profile, forum, comment, or issue page",yes,review_row:120,200,yes,https://bevcooks.com/2019/06/creamy-chicken-and-asparagus-casserole/,bevcooks.com,3,15,yes,no,yes,no,no,yes,no,yes,no,,2026-05-22T10:51:11.947Z
p2-reclass-005,89,123,P2,verify_directory_fit_before_any_approval,https://www.bing.com/indexnow,bing.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,reject_auth_required,reject_auth_required,medium,,reject_for_automation_unless_human_assisted_flow_is_explicitly_planned,CAPTCHA or Cloudflare/human-verification signal found; evidence: Cloudflare/human verification signal found; directory/listing marketplace text signal found,,CAPTCHA or Cloudflare/human-verification signal found,yes,review_row:123,200,yes,https://www.bing.com/indexnow,bing.com,0,0,no,no,yes,no,no,no,yes,no,no,,2026-05-22T10:51:22.913Z
p2-reclass-005,90,128,P2,verify_directory_fit_before_any_approval,https://www.blafusel.de/phpbb/memberlist.php?mode=viewprofile&u=8625,blafusel.de,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_possible_submit_form,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/phpbb/memberlist.php) looks like a source article, profile, forum, comment, or issue page; evidence: 1 form(s), 2 input/select/textarea fields; submit/add/list/publish button text signal found",,"URL path (/phpbb/memberlist.php) looks like a source article, profile, forum, comment, or issue page",yes,review_row:128,200,yes,https://www.blafusel.de/phpbb/memberlist.php?mode=viewprofile&u=8625,blafusel.de,1,2,yes,no,no,no,no,no,no,no,no,,2026-05-22T10:51:23.757Z
p2-reclass-005,91,130,P2,verify_directory_fit_before_any_approval,https://www.blend4web.com/ru/forums/users/alexreynolds/posts,blend4web.com,,approved | reject_not_directory | reject_not_submit | reject_paid | reject_auth_required,review_possible_submit_form,reject_not_directory,high,,reject_non_directory_source_page,"URL path (/ru/forums/users/alexreynolds/posts) looks like a source article, profile, forum, comment, or issue page; evidence: 4 form(s), 14 input/select/textarea fields; submit/add/list/publish button text signal found; directory/listing marketplace text signal found",,"URL path (/ru/forums/users/alexreynolds/posts) looks like a source article, profile, forum, comment, or issue page",yes,review_row:130,200,yes,https://www.blend4web.com/ru/forums/users/alexreynolds/posts/,blend4web.com,4,14,yes,no,yes,no,no,no,no,no,no,,2026-05-22T10:51:27.588Z
